Part No.,Nominal cross section mm²,Stud hole,Kind of connection,Connecting material,IEC Certification,UL Certification,DNV-GL Certification,Cable Class 1,Cable Class 2,Cable Class 5,Cable Class 6,K50 Serie,K4 serie,K22 Serie,K13 Serie,K15 Serie,K25 Serie,K5,K05,K06,K95,K09,K02,K2,K93,K94,EK30IDML,EK60VP,EKM60ID,EK60VPFT,EK120ID,Image URL
745F12,35,12,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,x,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
725F,35,-,Connector,"Butt connectors, Cu, F-series",,x,,,,x,x,,x,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/591F2493-BA69-482A-BB1A-FED513AE4572
6R6,50,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R6MS,50,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6R8,50,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R8MS,50,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6R10,50,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R10MS,50,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6R12,50,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R12MS,50,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6R14,50,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R14MS,50,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6R16,50,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R16MS,50,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6R20,50,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R20MS,50,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6R6,50,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R6MS,50,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6R8,50,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R8MS,50,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6R10,50,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R10MS,50,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6R12,50,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R12MS,50,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6R14,50,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R14MS,50,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6R16,50,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R16MS,50,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6R20,50,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
6R20MS,50,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
6SG6,50,6,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
6SG8,50,8,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
6SG10,50,10,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
6SG6,50,6,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
6SG8,50,8,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
6SG10,50,10,Cable lug,"Tubular cable lugs for switchgear connections, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/84588F06-09D0-42B8-85EC-E5A3C05D38FC
46R645,50,6,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
46R845,50,8,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
46R1045,50,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
46R1245,50,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
46R1645,50,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
46R645,50,6,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
46R845,50,8,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
46R1045,50,10,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
46R1245,50,12,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
46R1645,50,16,Cable lug,"Angled tubular cable lugs, Cu, 45° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/3660B15C-AE6F-448B-B92E-0F6B3A36D229
46R6,50,6,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
46R8,50,8,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
46R10,50,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
46R12,50,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
46R14,50,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
46R16,50,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
46R20,50,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
46R6,50,6,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
46R8,50,8,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
46R10,50,10,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
46R12,50,12,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
46R14,50,14,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
46R16,50,16,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
46R20,50,20,Cable lug,"Angled tubular cable lugs, Cu, 90° angled, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/AF3D6CE5-311B-4433-9E4B-86468BA25F84
26R,50,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
26R,50,-,Connector,"Butt connectors, Cu, standard type",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/2FF1C28B-4AA6-43F3-9EE9-F93F8F9197DC
156R,50,-,Connector,"Parallel connectors, Cu, stranded type",,,,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/C8378227-E673-43B9-8D35-73A0052C8E68
TV50,50,-,Connector,"T-Connectors, Cu, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/50F64969-4228-48BB-81E3-10C54859ACB1
KV50,50,-,Connector,"Cross-connectors, Cu, standard type",x,x,x,,x,,,,x,x,x,x,x,x,x,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/1184E404-5B38-45E4-8123-054D2AF6A2D8
606R8,50,8,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
606R10,50,10,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
606R12,50,12,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
606R14,50,14,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
606R16,50,16,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/5DD9C1D4-88D4-4CED-8890-5D4558609D4B
606R20,50,20,Cable lug,"Insulated tubular cable lugs, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,
626R,50,-,Connector,"Insulated butt connectors, Cu, standard type",,,,,x,,,,x,x,x,x,x,,,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/73FAF2C2-0630-4305-B5AF-7AAA65BC5F57
SR506,50,6,Cable lug,"Tubular cable lugs, Cu, solid conductor type",,,,x,,,,,,,,,,,x,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/C04FDD0C-1B4B-488D-ACDB-80F0AA72961C
SR508,50,8,Cable lug,"Tubular cable lugs, Cu, solid conductor type",,,,x,,,,,,,,,,,x,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/C04FDD0C-1B4B-488D-ACDB-80F0AA72961C
SR5010,50,10,Cable lug,"Tubular cable lugs, Cu, solid conductor type",,,,x,,,,,,,,,,,x,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/C04FDD0C-1B4B-488D-ACDB-80F0AA72961C
SV50,50,-,Connector,"Butt connectors, Cu, solidconductor type",,,,x,,,,,,,,,,,x,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/9E6A30CE-F30D-4068-A3E9-D9DA294FD983
STV50,50,-,Connector,"T-connectors, Cu, solid conductor type",,,,x,,,,,,,,,,,x,,,,,,,,,,,,,https://cdn.klauke.com/resources/images/A9B3BD95-2CC2-4184-B7EF-289530DF599A
706F6,50,6,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
706F8,50,8,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
706F10,50,10,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
706F12,50,12,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
706F14,50,14,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
706F16,50,16,Cable lug,"Tubular cable lugs, Cu, F-Series",,x,,,,x,x,,,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/D38F9802-EBF2-4178-8DFB-CA3F6F36A688
746F6,50,6,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
746F8,50,8,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
746F10,50,10,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
746F12,50,12,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
746F14,50,14,Cable lug,"Angled tubular cable lugs, Cu, 90° and 45° angled, F-serie",,x,,,,x,x,,,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/5BE4B6EC-8EC9-4B80-9AC5-81BE46F462A9
726F,50,-,Connector,"Butt connectors, Cu, F-series",,x,,,,x,x,,,x,x,x,x,x,,,x,,,,,,x,x,x,x,,https://cdn.klauke.com/resources/images/591F2493-BA69-482A-BB1A-FED513AE4572
7R6,70,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
7R6MS,70,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
7R8,70,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
7R8MS,70,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
7R10,70,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
7R10MS,70,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
7R12,70,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
7R12MS,70,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
7R14,70,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
7R14MS,70,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,
7R16,70,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
7R16MS,70,16,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,
7R20,70,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
7R20MS,70,20,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,x,,,,x,x,x,x,x,,,x,x,x,,,,,x,x,x,x,x,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
7R6,70,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
7R6MS,70,6,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
7R8,70,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
7R8MS,70,8,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
7R10,70,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
7R10MS,70,10,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
7R12,70,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
7R12MS,70,12,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/333CE33E-4224-4A60-80AF-4B4773C4AA9D
7R14,70,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,https://cdn.klauke.com/resources/images/87EB606C-CCEC-489D-9C66-A77C2D6F9802
7R14MS,70,14,Cable lug,"Tubular cable lugs, CU, standard type with and without inspection hole",x,x,x,,,x,,,,,,,,,,,,,,,,,x,,x,,,
